Date,Store,StoreType,Sales,Customers,Promo,Holiday,DayOfWeek,CompetitionDistance
2023-08-15,S01,C,241.3,11,0,0,1,1360.6
2024-10-09,S01,C,231.52,13,0,0,2,1303.8
2023-12-26,S10,A,231.57,8,0,0,1,855.1
2023-01-26,S05,B,188.11,7,0,0,3,1768.0
2023-11-23,S10,A,160.75,8,0,0,3,1293.0
2024-05-21,S02,A,314.44,16,0,0,1,710.0
2023-01-23,S02,A,277.0,13,0,0,0,837.0
2023-01-27,S08,A,137.81,7,0,0,4,845.2
2023-01-11,S08,A,116.21,3,0,0,2,1178.5
2024-01-13,S05,B,297.14,13,0,0,5,1042.8
2023-05-03,S07,A,100.28,6,0,0,2,1357.5
2023-11-25,S03,A,182.57,11,0,0,5,1080.5
2023-06-06,S03,A,107.93,8,0,0,1,761.2
2024-06-23,S08,A,123.74,6,0,0,6,547.5
2023-06-26,S09,C,126.12,6,0,0,0,922.8
2024-05-11,S03,A,130.64,4,0,0,5,955.0
2023-11-15,S02,A,447.85,23,0,0,2,829.3
2024-02-07,S09,C,159.15,6,0,0,2,758.6
2023-05-02,S01,C,229.88,12,0,0,1,1178.9
2024-12-12,S02,A,452.76,34,1,0,3,362.7
2024-03-01,S01,C,347.12,24,0,0,4,570.1
2024-11-06,S05,B,182.26,12,0,1,2,1238.4
2024-10-23,S03,A,154.21,6,0,0,2,972.7
2023-02-07,S07,A,112.32,5,0,0,1,980.8
2024-01-25,S04,C,268.29,14,1,0,3,712.6
2023-03-17,S06,A,80.24,3,0,0,4,1357.8
2023-01-30,S02,A,304.46,10,0,0,0,780.7
2023-09-07,S10,A,111.77,5,0,0,3,1637.4
2023-06-01,S03,A,111.67,5,0,0,3,1065.0
2023-01-19,S09,C,115.22,11,0,0,3,1360.4
2023-07-08,S03,A,164.95,6,0,0,5,817.7
2023-05-01,S02,A,322.56,20,0,0,0,1000.2
2024-11-18,S02,A,342.77,19,0,0,0,856.2
2023-09-26,S10,A,179.5,9,0,0,1,1277.7
2023-12-01,S02,A,405.4,14,0,0,4,1019.4
2024-10-17,S03,A,118.78,14,0,0,3,809.4
2023-02-20,S02,A,288.92,16,0,0,0,999.0
2023-11-23,S01,C,444.09,30,1,0,3,862.7
2023-09-20,S01,C,234.2,18,0,0,2,1616.3
2024-12-24,S10,A,212.62,9,0,0,1,552.0
2024-10-11,S04,C,180.93,9,0,0,4,1006.6
2024-06-25,S03,A,132.89,5,0,0,1,1014.6
2024-03-04,S09,C,159.92,7,1,0,0,942.8
2024-11-07,S07,A,142.85,6,0,0,3,1040.5
2023-03-09,S03,A,125.23,5,1,0,3,920.6
2024-04-22,S07,A,87.32,4,0,0,0,1400.2
2023-11-07,S08,A,164.5,13,0,0,1,878.2
2024-09-29,S06,A,135.32,8,0,0,6,598.5
2023-05-19,S04,C,227.96,8,0,0,4,1073.1
2024-08-01,S06,A,85.84,5,0,0,3,530.8
2023-09-18,S10,A,184.16,12,0,0,0,933.7
2024-07-26,S09,C,94.77,4,0,0,4,1539.5
2023-04-30,S03,A,143.99,9,0,0,6,750.4
2023-07-29,S06,A,101.29,4,0,0,5,815.2
2024-10-28,S08,A,110.41,4,0,0,0,1085.0
2023-01-22,S07,A,135.77,4,0,0,6,930.7
2024-02-24,S03,A,137.22,9,0,0,5,1467.8
2023-02-12,S02,A,381.0,29,0,0,6,723.8
2023-02-20,S06,A,122.51,5,0,0,0,963.5
2024-10-20,S10,A,213.38,10,0,0,6,1673.5
2023-11-09,S09,C,167.32,10,0,0,3,783.0
2024-02-08,S09,C,142.32,6,0,0,3,901.3
2024-09-11,S09,C,134.57,8,0,0,2,1010.1
2023-02-20,S07,A,164.37,6,1,0,0,692.7
2024-02-24,S01,C,320.67,14,0,0,5,679.0
2024-01-10,S10,A,216.31,11,0,0,2,971.1
2023-09-03,S08,A,145.1,13,0,0,6,1017.5
2024-03-08,S03,A,114.04,5,0,0,4,1143.7
2023-12-04,S09,C,145.84,10,0,0,0,684.3
2024-04-16,S05,B,208.77,15,0,0,1,1229.2
2023-05-24,S07,A,102.71,5,0,0,2,940.9
2023-07-09,S02,A,232.24,11,0,0,6,1847.3
2023-10-31,S05,B,245.01,16,0,0,1,1220.0
2024-08-01,S03,A,145.44,5,0,0,3,814.8
2024-04-12,S05,B,256.04,23,0,0,4,733.6
2024-10-13,S02,A,316.36,17,0,0,6,911.9
2023-02-04,S08,A,176.47,8,0,0,5,862.3
2024-11-04,S05,B,294.53,12,0,1,0,948.0
2023-02-03,S04,C,263.72,10,0,0,4,1171.8
2024-06-02,S01,C,199.2,9,0,0,6,771.4
2023-06-20,S07,A,114.86,8,0,0,1,525.3
2023-05-29,S08,A,126.09,4,0,0,0,1554.8
2024-10-01,S03,A,180.19,6,1,0,1,1194.6
2024-07-16,S10,A,162.59,6,0,0,1,989.6
2024-11-15,S05,B,288.3,18,0,0,4,617.7
2024-06-15,S04,C,302.68,11,1,0,5,633.9
2024-09-29,S08,A,179.41,17,0,0,6,477.5
2023-03-16,S07,A,118.96,5,0,0,3,877.9
2023-10-31,S10,A,178.8,6,0,0,1,1218.8
2024-01-01,S07,A,104.86,4,0,0,0,1183.1
2024-03-20,S07,A,131.7,13,1,0,2,765.8
2024-05-08,S09,C,131.05,12,0,0,2,1530.4
2023-12-27,S09,C,157.84,8,0,0,2,665.4
2024-04-04,S07,A,99.66,6,0,0,3,1245.5
2024-07-25,S10,A,170.15,8,0,0,3,847.9
2023-10-13,S09,C,136.15,6,0,0,4,956.5
2024-09-01,S02,A,366.97,19,0,0,6,729.7
2023-01-26,S10,A,188.06,8,0,0,3,925.7
2023-06-30,S08,A,140.72,7,0,0,4,642.9
2023-12-20,S06,A,150.13,7,0,0,2,443.9
2023-08-23,S05,B,187.69,6,0,0,2,1150.3
2024-09-17,S01,C,262.02,15,0,0,1,784.8
2023-10-10,S10,A,210.15,12,0,0,1,704.6
2023-06-24,S01,C,242.14,12,0,0,5,1535.4
2023-03-01,S10,A,220.07,10,0,0,2,761.2
2023-01-05,S06,A,90.67,4,0,0,3,1465.0
2024-04-11,S02,A,327.47,19,0,0,3,978.9
2024-05-23,S01,C,281.0,12,0,0,3,1124.1
2023-07-16,S05,B,197.59,8,0,0,6,580.3
2024-01-30,S06,A,108.09,4,0,0,1,1005.8
2024-01-26,S05,B,213.03,9,0,0,4,1342.2
2024-11-30,S03,A,195.24,7,0,0,5,676.4
2024-12-03,S02,A,389.81,14,0,0,1,781.1
2023-11-18,S04,C,258.38,11,0,0,5,927.8
2023-08-20,S08,A,118.52,7,0,0,6,1351.4
2023-09-23,S01,C,441.08,23,1,0,5,575.3
2024-05-26,S08,A,149.64,7,0,0,6,733.3
2024-01-27,S06,A,127.03,26,0,0,5,1182.7
2023-10-10,S08,A,163.57,12,0,0,1,990.3
2023-08-30,S08,A,155.17,6,0,0,2,778.9
2024-03-18,S09,C,126.05,4,0,0,0,880.4
2023-05-10,S09,C,147.22,5,0,0,2,882.1
2023-02-12,S07,A,118.13,5,0,0,6,1057.6
2024-12-31,S05,B,326.09,19,1,0,1,1353.6
2023-03-22,S06,A,114.09,5,0,0,2,1081.4
2023-02-11,S01,C,253.32,12,0,0,5,832.8
2024-09-02,S10,A,196.79,9,0,0,0,1182.2
2024-01-24,S02,A,378.27,16,0,0,2,110.0
2023-02-13,S09,C,103.12,7,0,0,0,1003.1
2023-08-28,S09,C,122.09,5,0,0,0,1224.2
2023-11-23,S06,A,121.32,5,0,0,3,1373.5
2023-02-13,S05,B,190.17,8,0,0,0,947.5
2023-03-17,S02,A,263.92,12,0,0,4,996.4
2024-12-25,S04,C,307.79,10,0,0,2,576.1
2024-01-06,S05,B,239.05,12,0,0,5,1009.9
2024-12-26,S08,A,145.43,7,0,0,3,954.6
2024-05-10,S06,A,122.6,4,0,0,4,961.1
2023-11-02,S09,C,139.51,5,0,0,3,1331.5
2024-05-09,S08,A,153.13,6,0,0,3,1067.4
2023-10-03,S06,A,150.67,10,1,0,1,941.4
2023-04-15,S10,A,220.27,14,0,0,5,786.3
2023-03-04,S07,A,151.64,6,1,0,5,495.0
2024-10-10,S03,A,118.17,4,0,0,3,818.8
2023-05-03,S04,C,256.75,10,0,0,2,1101.6
2023-01-22,S01,C,378.6,19,0,0,6,492.3
2023-09-02,S01,C,281.53,15,0,0,5,1190.6
2024-09-14,S09,C,164.75,8,0,0,5,1004.4
2023-01-12,S01,C,228.99,11,0,0,3,996.3
2023-01-06,S02,A,317.6,19,0,0,4,1069.7
2023-04-21,S10,A,167.67,6,0,0,4,823.2
2023-05-25,S07,A,114.3,4,0,0,3,381.0
2023-08-18,S02,A,266.15,17,0,0,4,863.4
2024-08-13,S02,A,339.19,14,0,0,1,1281.0
2024-06-06,S09,C,112.67,6,0,0,3,1337.7
2024-05-24,S10,A,135.07,6,0,0,4,1028.9
2024-03-10,S09,C,233.96,9,1,0,6,597.7
2024-09-12,S09,C,101.6,8,0,0,3,940.5
2024-10-31,S07,A,121.71,6,0,0,3,943.7
2023-11-16,S06,A,147.29,6,0,0,3,527.7
2024-07-25,S03,A,110.19,4,0,0,3,1197.6
2024-01-16,S10,A,191.08,8,0,0,1,822.9
2023-10-05,S09,C,159.93,10,1,0,3,1309.4
2024-11-11,S04,C,292.7,15,0,0,0,1064.9
2024-08-27,S06,A,106.52,5,0,0,1,561.9
2024-07-21,S02,A,336.17,13,0,0,6,894.7
2024-07-19,S04,C,162.2,7,0,0,4,1249.8
2024-04-28,S07,A,106.43,6,0,0,6,1003.8
2024-06-27,S04,C,197.68,9,0,0,3,1212.0
2023-07-31,S08,A,100.05,4,0,0,0,688.6
2023-11-15,S03,A,164.48,9,0,0,2,1201.4
2023-11-09,S08,A,142.52,9,0,0,3,679.8
2023-03-12,S06,A,155.55,10,1,0,6,846.0
2024-01-21,S07,A,138.22,5,1,0,6,1171.0
2023-08-13,S06,A,133.41,6,0,0,6,1152.9
2023-01-06,S08,A,136.95,6,0,0,4,755.3
2023-09-26,S01,C,253.36,19,0,0,1,939.3
2024-12-28,S03,A,192.53,9,0,0,5,872.6
2023-02-22,S08,A,109.93,5,0,0,2,1344.6
2024-12-01,S06,A,138.71,6,0,0,6,1262.4
2024-07-07,S02,A,412.84,24,1,0,6,529.1
2023-02-26,S06,A,99.13,5,0,0,6,1581.7
2023-07-08,S04,C,224.46,10,0,0,5,1281.6
2023-09-03,S09,C,179.0,8,0,0,6,1141.1
2023-03-06,S01,C,364.73,24,1,0,0,406.2
2023-12-06,S06,A,117.71,8,1,0,2,1874.2
2024-09-22,S02,A,334.59,19,0,0,6,807.0
2023-03-15,S01,C,292.32,9,0,0,2,520.6
2024-09-26,S06,A,151.44,7,1,0,3,1055.9
2024-03-26,S03,A,122.03,8,0,0,1,1265.1
2023-10-18,S04,C,239.36,13,0,0,2,737.7
2023-02-02,S06,A,112.28,14,0,0,3,433.1
2023-08-11,S06,A,104.65,6,0,0,4,1233.1
2023-01-30,S01,C,222.25,16,0,0,0,946.9
2024-05-06,S03,A,109.34,7,0,0,0,1129.0
2023-08-21,S09,C,121.46,9,0,0,0,623.8
2023-07-15,S07,A,109.78,6,0,0,5,804.0
2024-03-07,S10,A,202.25,14,0,0,3,1236.6
2024-04-27,S04,C,300.78,16,0,0,5,946.2
2024-06-05,S05,B,220.63,9,0,0,2,836.3
2024-09-13,S04,C,228.36,9,0,0,4,1581.2
2023-07-19,S03,A,115.51,5,0,0,2,1496.0
2023-10-10,S07,A,100.37,5,1,0,1,1664.3
2024-07-10,S03,A,127.65,5,0,0,2,844.4
2024-07-13,S05,B,225.73,13,0,0,5,1419.7
2023-03-28,S05,B,220.23,9,0,0,1,987.2
2024-06-24,S08,A,116.52,5,0,0,0,949.9
2024-09-10,S07,A,95.67,5,0,0,1,1755.9
2023-09-19,S10,A,128.8,5,0,0,1,734.2
2024-07-01,S05,B,222.54,10,0,0,0,547.7
2023-09-17,S03,A,124.57,6,0,0,6,1312.0
2024-03-05,S06,A,114.54,5,0,0,1,933.2
2023-02-07,S02,A,308.19,14,0,0,1,1148.7
2023-08-13,S10,A,197.22,10,0,0,6,1155.5
2024-07-21,S01,C,266.66,13,0,0,6,873.5
2024-04-27,S08,A,172.79,7,1,0,5,675.4
2024-03-08,S06,A,114.02,7,0,0,4,1237.2
2024-07-30,S07,A,121.37,10,0,0,1,664.7
2024-10-31,S09,C,140.94,9,0,0,3,1179.9
2023-07-07,S01,C,270.52,10,0,0,4,1197.9
2024-11-06,S08,A,177.7,9,0,1,2,913.3
2024-07-16,S02,A,272.32,11,0,0,1,688.0
2024-05-17,S07,A,112.59,5,0,0,4,461.1
2024-09-17,S08,A,124.57,7,0,0,1,999.2
2023-04-02,S02,A,461.55,26,0,0,6,736.1
2024-10-24,S03,A,99.12,4,0,0,3,964.8
2024-12-07,S07,A,140.74,4,0,0,5,1264.1
2024-06-09,S10,A,172.4,7,0,0,6,961.4
2024-02-17,S10,A,215.59,11,0,0,5,578.0
2024-02-17,S07,A,132.27,6,0,0,5,1136.5
2023-11-17,S08,A,167.02,6,0,0,4,847.0
2023-06-20,S02,A,291.65,13,0,0,1,1023.4
2023-08-16,S03,A,117.55,5,0,0,2,410.6
2023-05-23,S04,C,218.14,12,0,0,1,1278.8
2023-01-13,S03,A,128.91,6,0,0,4,1067.2
2023-02-17,S10,A,182.53,7,0,0,4,1482.2
2024-03-12,S10,A,167.97,11,0,0,1,1245.6
2023-06-10,S07,A,104.36,5,0,0,5,1188.3
2023-01-30,S04,C,270.7,15,0,0,0,1356.5
2024-05-03,S02,A,322.19,11,0,0,4,843.9
2024-04-20,S02,A,418.38,22,0,0,5,1254.4
2023-04-05,S01,C,286.41,14,0,0,2,916.3
2024-05-27,S09,C,129.31,10,0,0,0,1266.4
2024-09-12,S03,A,100.09,3,0,0,3,1695.2
2023-02-13,S10,A,167.56,8,0,0,0,908.4
2023-05-18,S10,A,203.98,10,0,0,3,1101.4
2023-03-26,S08,A,197.65,10,1,0,6,622.4
2023-07-01,S02,A,353.81,20,0,0,5,896.5
2024-02-21,S07,A,93.6,4,0,0,2,944.6
2023-11-11,S09,C,130.65,8,0,0,5,1430.3
2023-05-25,S04,C,256.52,18,0,0,3,879.5
2023-11-07,S04,C,325.61,21,0,0,1,1309.7
2023-05-28,S08,A,174.39,10,0,0,6,330.9
2023-04-28,S04,C,342.25,45,1,0,4,335.0
2024-06-09,S02,A,310.81,19,0,0,6,1109.6
2024-07-20,S02,A,304.13,14,0,0,5,679.3
2023-07-15,S03,A,140.4,7,0,0,5,332.9
2023-07-26,S04,C,221.29,15,0,0,2,1383.6
2024-04-25,S09,C,163.29,9,0,0,3,871.6
2024-03-08,S09,C,95.41,6,0,0,4,1244.4
2024-05-20,S09,C,117.23,5,0,0,0,1661.0
2023-01-28,S10,A,316.31,16,1,0,5,700.5
2023-11-26,S06,A,155.24,8,0,0,6,671.7
2024-11-03,S09,C,192.74,8,0,0,6,1046.5
2023-09-24,S03,A,141.8,6,0,0,6,1066.2
2024-02-13,S05,B,212.16,18,0,0,1,1710.5
2024-04-27,S09,C,133.96,6,0,0,5,1092.7
2024-10-20,S01,C,311.4,20,0,0,6,949.4
2024-02-26,S01,C,217.42,11,0,0,0,1578.8
2024-09-27,S06,A,95.59,3,0,0,4,1044.2
2023-07-13,S05,B,244.2,9,0,0,3,876.8
2023-04-21,S02,A,369.45,14,0,0,4,692.3
2023-10-27,S06,A,91.35,5,0,0,4,1500.0
2023-06-11,S08,A,127.59,6,0,0,6,1764.7
2024-10-05,S02,A,321.94,24,0,0,5,1050.4
2024-02-15,S03,A,141.46,6,0,0,3,1204.6
2024-07-27,S08,A,155.12,6,0,0,5,981.2
2024-08-03,S03,A,152.23,20,0,0,5,960.3
2023-02-27,S08,A,128.08,6,0,0,0,895.2
2023-01-06,S10,A,168.3,5,0,0,4,1436.1
2023-11-28,S10,A,255.03,11,0,0,1,689.6
2023-03-20,S08,A,110.1,4,0,0,0,594.2
2023-09-24,S07,A,141.96,7,0,0,6,1495.9
2024-04-10,S03,A,191.6,6,1,0,2,571.2
2023-11-25,S07,A,180.13,7,0,0,5,1166.7
2024-03-08,S07,A,93.83,6,0,0,4,1157.4
2023-10-12,S03,A,135.65,5,0,0,3,902.8
2024-01-02,S02,A,336.31,16,0,0,1,1161.2
2024-06-22,S06,A,107.16,4,0,0,5,767.8
2023-05-15,S06,A,104.21,5,0,0,0,1287.0
2023-06-30,S06,A,90.15,8,0,0,4,1193.4
2023-04-29,S04,C,250.73,20,0,0,5,989.3
2023-12-22,S09,C,194.91,7,1,0,4,556.9
2024-11-01,S09,C,171.23,4,0,0,4,1323.2
2024-11-14,S08,A,224.83,10,1,0,3,917.2
2023-08-15,S05,B,193.33,10,0,0,1,1267.0
2024-02-06,S03,A,94.91,3,0,0,1,921.4
2024-09-12,S01,C,245.04,13,0,0,3,986.6
2023-01-19,S05,B,211.77,9,0,0,3,1350.3
2024-10-31,S08,A,116.23,4,0,0,3,762.2
2024-06-12,S02,A,243.31,10,0,0,2,2343.7
2023-08-01,S07,A,103.72,3,0,0,1,1272.0
2023-02-12,S01,C,289.31,12,0,0,6,1167.5
2024-05-25,S03,A,163.39,36,0,0,5,1021.7
2023-02-25,S04,C,291.93,15,0,0,5,1342.0
2023-05-20,S08,A,217.44,27,1,0,5,1079.1
2024-10-15,S07,A,98.62,5,0,0,1,888.9
2023-12-07,S08,A,121.14,5,0,0,3,940.4
2024-05-18,S07,A,115.34,3,0,0,5,1183.1
2023-12-06,S07,A,160.19,10,0,0,2,1070.1
2024-01-14,S02,A,361.23,20,0,0,6,1009.0
2023-02-14,S04,C,266.9,10,0,0,1,1180.0
2024-03-12,S08,A,144.37,11,0,0,1,563.6
2023-06-22,S07,A,97.73,4,0,0,3,962.5
2023-07-06,S10,A,190.43,9,0,0,3,886.4
2023-12-22,S05,B,198.11,8,0,0,4,1284.9
2023-03-11,S04,C,273.36,11,0,0,5,864.9
2024-09-15,S05,B,289.02,19,0,0,6,658.9
2023-06-27,S06,A,91.61,4,0,0,1,997.2
2023-07-12,S03,A,112.4,5,0,0,2,1187.9
2023-01-19,S02,A,202.61,12,0,0,3,1432.5
2024-01-19,S07,A,114.24,4,0,0,4,1355.5
2023-03-21,S05,B,213.24,10,0,0,1,1103.1
2024-10-02,S09,C,138.37,7,0,0,2,782.2
2023-06-26,S06,A,94.43,3,0,0,0,949.3
2023-11-27,S06,A,141.12,8,0,0,0,1087.0
2023-10-10,S01,C,197.05,8,0,0,1,774.9
2024-10-06,S05,B,220.39,7,0,0,6,1281.2
2023-06-28,S04,C,224.24,10,0,0,2,1010.2
2024-10-11,S09,C,122.2,5,0,0,4,706.1
2024-01-01,S04,C,141.09,10,0,0,0,1040.0
2024-04-12,S08,A,146.37,12,0,0,4,1150.6
2024-06-12,S05,B,182.34,11,0,0,2,667.0
2023-02-23,S01,C,175.48,7,0,0,3,678.4
2024-07-24,S06,A,91.52,3,0,0,2,818.5
2024-11-17,S07,A,152.3,12,0,0,6,932.0
2023-03-13,S01,C,238.86,10,0,0,0,1131.5
2023-06-16,S06,A,106.23,2,0,0,4,985.3
2023-06-15,S01,C,262.34,10,0,0,3,1072.1
2023-02-25,S09,C,130.99,5,0,0,5,1484.6
2024-09-07,S03,A,122.63,6,0,0,5,1629.8
2024-01-12,S05,B,250.6,22,0,0,4,1353.2
2023-05-18,S02,A,399.52,22,0,0,3,540.9
2024-09-01,S04,C,189.41,9,0,0,6,1107.2
2024-11-19,S03,A,163.27,8,0,0,1,1089.5
2023-04-01,S08,A,136.7,4,0,0,5,848.3
2023-11-12,S10,A,301.92,11,1,0,6,1477.2
2023-05-24,S04,C,229.38,17,0,0,2,762.2
2023-10-04,S05,B,264.51,10,0,0,2,1241.5
2024-11-27,S09,C,139.47,6,0,0,2,1129.0
2024-05-25,S02,A,386.39,25,0,0,5,916.4
2024-10-01,S04,C,211.62,17,0,0,1,1316.7
2024-06-27,S03,A,107.75,8,0,0,3,948.4
2023-08-01,S08,A,133.57,6,0,0,1,568.5
2023-11-08,S04,C,247.4,12,0,0,2,1006.4
2024-02-14,S10,A,219.17,9,1,0,2,809.1
2023-04-03,S07,A,108.55,4,0,0,0,981.5
2024-12-19,S07,A,140.57,5,0,0,3,519.8
2023-09-08,S10,A,157.14,16,0,0,4,879.0
2024-01-26,S09,C,109.66,4,0,0,4,1430.2
2023-01-02,S06,A,126.08,4,1,0,0,784.0
2024-10-23,S02,A,309.64,11,0,0,2,925.8
2023-02-01,S06,A,93.36,5,0,0,2,679.0
2023-09-22,S07,A,96.25,9,0,0,4,1448.6
2024-06-03,S05,B,152.66,11,0,0,0,1033.2
2023-04-27,S02,A,273.65,15,0,0,3,980.7
2023-07-21,S09,C,134.55,6,0,0,4,1102.4
2023-07-08,S09,C,113.1,4,0,0,5,853.7
2024-02-20,S05,B,224.33,10,0,0,1,710.3
2024-11-07,S10,A,232.98,9,0,0,3,390.0
2023-05-17,S03,A,157.22,6,1,0,2,1257.9
2024-09-29,S01,C,327.58,16,0,0,6,972.6
2023-05-02,S03,A,138.26,7,0,0,1,898.3
2024-01-10,S06,A,113.19,5,1,0,2,1054.4
2023-07-22,S10,A,215.64,10,0,0,5,535.7
2024-11-13,S05,B,239.7,10,0,0,2,705.1
2024-12-22,S09,C,169.77,9,0,0,6,469.4
2024-08-30,S04,C,245.2,10,0,0,4,1122.2
2024-10-14,S07,A,99.57,6,0,0,0,1279.7
2023-04-28,S01,C,215.47,7,0,0,4,1366.2
2024-06-19,S05,B,136.27,5,0,0,2,1505.5
2024-02-26,S06,A,108.36,6,0,0,0,1483.7
2024-09-22,S06,A,136.4,6,0,0,6,874.7
2023-06-21,S09,C,120.89,5,0,0,2,739.2
2023-10-11,S06,A,123.99,7,0,0,2,908.3
2024-07-02,S09,C,109.04,5,0,0,1,757.1
2023-05-13,S04,C,238.16,16,0,0,5,1387.2
2024-06-24,S05,B,214.38,14,0,0,0,1387.3
2023-07-25,S08,A,141.63,10,1,0,1,1039.7
2023-10-18,S01,C,219.4,17,0,0,2,1477.6
2024-11-17,S02,A,377.94,14,0,0,6,721.9
2023-08-03,S03,A,199.85,7,1,0,3,755.7
2023-11-28,S03,A,169.61,12,0,0,1,1093.6
2024-05-12,S08,A,161.26,5,0,0,6,599.5
2023-02-08,S08,A,97.99,8,0,0,2,1687.3
2024-04-10,S06,A,122.5,5,0,0,2,947.9
2023-04-14,S03,A,132.04,6,0,0,4,1312.5
2024-04-15,S01,C,256.32,10,0,0,0,351.7
2024-11-13,S07,A,122.84,8,0,0,2,394.0
2024-08-04,S10,A,243.23,10,0,0,6,408.8
2023-09-20,S10,A,271.49,14,1,0,2,503.4
2024-11-18,S09,C,141.88,5,0,0,0,1482.3
2024-10-23,S01,C,253.47,8,0,0,2,1267.0
2023-08-06,S04,C,251.81,12,0,0,6,1101.8
2023-04-12,S01,C,265.59,11,0,0,2,253.5
2023-12-10,S05,B,241.16,11,0,0,6,1566.3
2023-04-04,S02,A,323.57,20,0,0,1,722.0
2024-09-07,S08,A,121.73,7,0,0,5,709.4
2023-03-11,S02,A,327.26,17,0,0,5,1059.2
2023-02-23,S04,C,235.63,8,0,0,3,781.6
2024-05-12,S06,A,134.53,5,0,0,6,914.8
2024-02-03,S06,A,149.06,6,0,0,5,852.7
2024-02-09,S08,A,146.36,5,0,0,4,667.4
2023-03-07,S03,A,198.33,7,0,0,1,359.3
2023-01-04,S04,C,244.05,13,1,0,2,929.6
2024-09-03,S04,C,239.17,12,0,0,1,893.9
2023-01-05,S05,B,242.89,15,0,0,3,681.3
2024-10-25,S06,A,99.7,4,0,0,4,527.5
2023-09-09,S06,A,121.99,8,0,0,5,1141.2
2023-04-07,S05,B,215.28,9,0,0,4,1230.5
2023-07-08,S07,A,95.43,4,0,0,5,1413.5
2023-06-28,S03,A,87.4,8,0,0,2,917.6
2024-10-06,S04,C,354.09,21,1,0,6,856.5
2023-09-03,S04,C,219.35,9,0,0,6,1583.1
2024-03-11,S10,A,181.32,7,0,0,0,1556.5
2024-03-28,S04,C,247.66,17,0,0,3,373.9
2023-09-12,S09,C,114.66,10,0,0,1,1283.6
2024-04-14,S05,B,228.3,13,0,0,6,1103.4
2023-06-18,S04,C,264.09,12,0,0,6,944.0
2024-07-06,S03,A,153.14,6,0,0,5,768.2
2024-10-08,S06,A,127.9,6,0,0,1,442.7
2024-12-05,S08,A,144.94,6,0,0,3,1111.2
2023-01-03,S07,A,81.65,4,0,0,1,1027.5
2024-11-29,S04,C,319.15,15,0,0,4,1416.4
2023-01-07,S04,C,272.17,11,0,0,5,545.5
2023-04-15,S05,B,402.03,19,1,0,5,480.6
2023-10-20,S10,A,205.75,12,0,0,4,910.3
2023-12-09,S06,A,147.49,6,0,0,5,1171.3
2024-04-14,S09,C,137.74,5,0,0,6,970.1
2023-05-26,S05,B,246.1,14,0,0,4,1083.0
2023-01-23,S08,A,124.91,5,0,0,0,661.3
2023-10-09,S09,C,140.54,5,0,0,0,669.6
2024-12-29,S05,B,301.34,15,0,0,6,974.8
2024-12-22,S10,A,248.78,12,0,0,6,1218.2
2024-04-01,S05,B,176.23,11,0,0,0,1539.9
2023-12-12,S05,B,220.11,14,0,0,1,1073.6
2023-05-01,S04,C,226.34,11,0,0,0,875.4
2023-12-15,S02,A,405.75,19,0,0,4,825.1
2023-04-07,S10,A,234.17,8,1,0,4,661.0
2024-10-05,S06,A,125.81,4,0,0,5,1117.8
2023-11-21,S07,A,129.3,8,0,0,1,1276.9
2024-04-25,S02,A,274.65,11,0,0,3,1223.1
2024-09-21,S03,A,132.79,5,0,0,5,840.1
2024-11-10,S05,B,367.31,21,0,0,6,301.7
2024-06-03,S04,C,203.65,9,0,0,0,817.4
2024-09-22,S01,C,312.28,13,0,0,6,917.6
2023-12-19,S01,C,337.58,16,0,0,1,868.5
2024-10-08,S10,A,215.86,17,0,0,1,596.7
2023-10-01,S03,A,181.0,5,0,0,6,1193.1
2023-09-15,S07,A,134.77,4,1,0,4,1111.8
2023-11-29,S09,C,156.17,8,0,0,2,642.1
2024-03-07,S09,C,107.69,6,0,0,3,1307.5
2023-07-07,S07,A,105.31,6,0,0,4,756.7
2024-03-10,S03,A,143.05,8,0,0,6,1241.6
2023-01-26,S03,A,129.78,8,0,0,3,1148.0
2023-08-07,S03,A,150.42,6,1,0,0,526.2
2024-04-18,S02,A,316.65,16,1,0,3,1335.5
2023-06-07,S09,C,127.46,7,0,0,2,1087.3
2024-02-17,S09,C,149.77,8,0,0,5,881.5
2024-05-18,S09,C,143.46,7,0,0,5,720.1
2024-09-27,S04,C,243.43,15,0,0,4,824.4
2023-11-02,S04,C,245.29,12,0,0,3,1357.4
2024-12-11,S07,A,123.05,5,0,0,2,969.7
2024-04-05,S03,A,120.42,4,0,0,4,759.1
2024-05-14,S07,A,99.2,3,0,0,1,1255.4
2023-10-05,S02,A,357.17,14,0,0,3,744.7
2024-06-21,S10,A,180.28,9,0,0,4,946.0
2024-03-13,S01,C,249.61,10,0,0,2,1381.3
2024-06-14,S04,C,232.88,12,1,0,4,955.1
2023-11-05,S03,A,155.24,5,0,1,6,1115.0
2023-03-06,S02,A,363.89,23,0,0,0,1071.8
2024-01-27,S09,C,175.3,8,0,0,5,820.2
2024-02-21,S03,A,149.1,7,0,0,2,1087.9
2023-07-28,S01,C,207.02,7,0,0,4,935.0
2024-02-25,S05,B,320.64,15,0,0,6,541.4
2023-01-30,S08,A,138.72,5,0,0,0,1152.2
2023-01-31,S04,C,199.66,9,0,0,1,1649.0
2024-09-04,S09,C,109.57,5,0,0,2,1041.8
2023-12-27,S06,A,133.91,6,0,0,2,898.3
2024-10-02,S05,B,246.04,10,0,0,2,562.8
2023-12-18,S10,A,213.86,7,0,0,0,920.2
